Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,snp_Open,snp_High,snp_Low,snp_Close,snp_Volume,snp_Dividends,snp_Stock Splits,Capital Gains
2019-01-02,32.48231798095502,32.91681096862543,32.38576500681616,32.89267349243164,2565000,0.0,0.0,35.89244079589844,35.89244079589844,35.89244079589844,35.89244079589844,0,0.0,0.0,0.0
2019-01-03,32.61105416702222,32.8041631720157,32.417948231392245,32.53059387207031,1479400,0.0,0.0,35.012908935546875,35.012908935546875,35.012908935546875,35.012908935546875,0,0.0,0.0,0.0
2019-01-04,33.25474263494973,33.6731397743183,33.19841675569629,33.48003387451172,3060900,0.0,0.0,36.2105712890625,36.2105712890625,36.2105712890625,36.2105712890625,0,0.0,0.0,0.0
2019-01-07,33.021408476124485,33.19842173259005,32.876577494875946,33.02945327758789,2212300,0.0,0.0,36.463199615478516,36.463199615478516,36.463199615478516,36.463199615478516,0,0.0,0.0,0.0
2019-01-08,33.39957597898253,33.44785399649903,32.94899342628235,33.11796188354492,2888300,0.0,0.0,36.818756103515625,36.818756103515625,36.818756103515625,36.818756103515625,0,0.0,0.0,0.0
2019-01-09,33.35933912923281,33.44784727554665,33.093817759654094,33.34324645996094,2733700,0.0,0.0,36.977821350097656,36.977821350097656,36.977821350097656,36.977821350097656,0,0.0,0.0,0.0
2019-01-10,33.09382046915231,33.52026549700128,33.06967992858664,33.41566467285156,1690600,0.0,0.0,37.146240234375,37.146240234375,37.146240234375,37.146240234375,0,0.0,0.0,0.0
2019-01-11,33.222550708078174,33.52025736838134,33.15818004133028,33.3271484375,2055900,0.0,0.0,37.146240234375,37.146240234375,37.146240234375,37.146240234375,0,0.0,0.0,0.0
2019-01-14,32.9168064561541,33.246698552821286,32.9007137844431,32.97312927246094,2763000,0.0,0.0,36.94975280761718,36.94975280761718,36.94975280761718,36.94975280761719,0,0.0,0.0,0.0
2019-01-15,32.94899042246775,33.19841915015505,32.83634479456211,33.166236877441406,1962600,0.0,0.0,37.35209274291992,37.35209274291992,37.35209274291992,37.35209274291992,0,0.0,0.0,0.0
2019-01-16,33.33520552749962,33.62486746927362,33.311068055472845,33.42371368408203,1480500,0.0,0.0,37.436302185058594,37.436302185058594,37.436302185058594,37.436302185058594,0,0.0,0.0,0.0
2019-01-17,33.10991082981311,33.42371021100683,33.10186296039833,33.383480072021484,1632500,0.0,0.0,37.71700668334961,37.71700668334961,37.71700668334961,37.71700668334961,0,0.0,0.0,0.0
2019-01-18,33.82601768657081,33.874292625532426,33.6329087226358,33.729461669921875,1600300,0.0,0.0,38.222267150878906,38.222267150878906,38.222267150878906,38.222267150878906,0,0.0,0.0,0.0
2019-01-22,33.31912038763893,33.44785871648635,33.190382058791506,33.29498291015625,2288100,0.0,0.0,37.6795768737793,37.6795768737793,37.6795768737793,37.6795768737793,0,0.0,0.0,0.0
2019-01-23,33.55245129122875,33.59268143356398,33.343249640104524,33.504173278808594,1219900,0.0,0.0,37.763790130615234,37.763790130615234,37.763790130615234,37.763790130615234,0,0.0,0.0,0.0
2019-01-24,33.12600569015621,33.36739270112503,33.12600569015621,33.319114685058594,1410300,0.0,0.0,37.81057357788086,37.81057357788086,37.81057357788086,37.81057357788086,0,0.0,0.0,0.0
2019-01-25,33.68923147605159,33.83406243142591,33.60072332894919,33.68118667602539,1606200,0.0,0.0,38.13805389404297,38.13805389404297,38.13805389404297,38.13805389404297,0,0.0,0.0,0.0
2019-01-28,33.415667396868066,33.54440570271502,33.34325190799395,33.48808288574219,1331300,0.0,0.0,37.83864212036133,37.83864212036133,37.83864212036133,37.83864212036133,0,0.0,0.0,0.0
2019-01-29,33.95475301210949,34.07544341835297,33.82601473716556,33.85820007324219,1605200,0.0,0.0,37.782501220703125,37.782501220703125,37.782501220703125,37.782501220703125,0,0.0,0.0,0.0
2019-01-30,34.2524615569655,34.34096970130001,34.05130779960989,34.18004608154297,1879800,0.0,0.0,38.37197494506836,38.37197494506836,38.37197494506836,38.37197494506836,0,0.0,0.0,0.0
2019-01-31,33.713376381797765,33.90648230106825,33.61682035279927,33.8984375,1925700,0.0,0.0,38.70881652832032,38.70881652832032,38.70881652832032,38.70881652832031,0,0.0,0.0,0.0
2019-02-01,33.4558995240215,33.7536062711118,33.41566631089417,33.56049728393555,1496700,0.0,0.0,38.7556037902832,38.7556037902832,38.7556037902832,38.7556037902832,0,0.0,0.0,0.0
2019-02-04,33.608775451525254,33.78579176813145,33.56854530757745,33.76969909667969,1492500,0.0,0.0,39.0175895690918,39.0175895690918,39.0175895690918,39.0175895690918,0,0.0,0.0,0.0
2019-02-05,33.93061572922453,34.09153935567723,33.866248120261176,34.06740188598633,901900,0.0,0.0,39.19536590576172,39.19536590576172,39.19536590576172,39.19536590576172,0,0.0,0.0,0.0
2019-02-06,33.97085412794435,34.09154456420086,33.834067950284286,33.874298095703125,1242000,0.0,0.0,39.120513916015625,39.120513916015625,39.120513916015625,39.120513916015625,0,0.0,0.0,0.0
2019-02-07,33.793840695978844,33.87430099370001,33.48004123775721,33.649009704589844,1048200,0.0,0.0,38.7556037902832,38.7556037902832,38.7556037902832,38.7556037902832,0,0.0,0.0,0.0
2019-02-08,33.47198838677569,33.592681884765625,33.35934275897878,33.592681884765625,974000,0.0,0.0,38.79302978515625,38.79302978515625,38.79302978515625,38.79302978515625,0,0.0,0.0,0.0
2019-02-11,33.64096252948567,33.72946762299025,33.512224220594995,33.53636169433594,1515900,0.0,0.0,38.821102142333984,38.821102142333984,38.821102142333984,38.821102142333984,0,0.0,0.0,0.0
2019-02-12,33.817975278244084,33.92257611182374,33.76970033148682,33.874298095703125,1085800,0.0,0.0,39.32636260986328,39.32636260986328,39.32636260986328,39.32636260986328,0,0.0,0.0,0.0
2019-02-13,34.23637374858721,34.34097457668387,34.03521996267382,34.05936050415039,1592400,0.0,0.0,39.448001861572266,39.448001861572266,39.448001861572266,39.448001861572266,0,0.0,0.0,0.0
2019-02-14,33.986943536111745,34.22027958487835,33.89843538307201,34.0915412902832,2038700,0.0,0.0,39.354434967041016,39.354434967041016,39.354434967041016,39.354434967041016,0,0.0,0.0,0.0
2019-02-15,34.42947808835227,34.53407583297339,34.316832474537044,34.437522888183594,1562100,0.0,0.0,39.78484344482422,39.78484344482422,39.78484344482422,39.78484344482422,0,0.0,0.0,0.0
2019-02-19,33.11796511111132,33.431764582141774,32.93290396330781,33.40762710571289,6951900,0.0,0.0,39.850337982177734,39.850337982177734,39.850337982177734,39.850337982177734,0,0.0,0.0,0.0
2019-02-20,33.66509836729852,33.97085298706724,33.60877555173102,33.8984375,3107900,0.0,0.0,39.93455123901368,39.93455123901368,39.93455123901368,39.93455123901367,0,0.0,0.0,0.0
2019-02-21,33.791161122873284,33.799411547478705,33.55185788771354,33.675636291503906,2306100,1.05,0.0,39.79419708251953,39.79419708251953,39.79419708251953,39.79419708251953,0,0.0,0.0,0.0
2019-02-22,33.60137414842092,33.64263257232177,33.502350153679714,33.59312057495117,1601300,0.0,0.0,40.04682540893555,40.04682540893555,40.04682540893555,40.04682540893555,0,0.0,0.0,0.0
2019-02-25,33.55186490579426,33.634381760370935,33.44459047659161,33.494102478027344,1952800,0.0,0.0,40.102970123291016,40.102970123291016,40.102970123291016,40.102970123291016,0,0.0,0.0,0.0
2019-02-26,33.45284263860742,33.70864676568669,33.43633863882552,33.63438034057617,1667600,0.0,0.0,40.07490539550781,40.07490539550781,40.07490539550781,40.07490539550781,0,0.0,0.0,0.0
2019-02-27,33.8159188497363,33.98920611372778,33.78291085245719,33.939697265625,1823800,0.0,0.0,40.05618667602539,40.05618667602539,40.05618667602539,40.05618667602539,0,0.0,0.0,0.0
2019-02-28,33.7251435165286,33.956196315996266,33.65087710738103,33.692138671875,2357400,0.0,0.0,39.95326232910156,39.95326232910156,39.95326232910156,39.95326232910156,0,0.0,0.0,0.0
2019-03-01,33.64262221884726,33.791155017432324,33.411572597854935,33.51059341430664,2006400,0.0,0.0,40.23396682739258,40.23396682739258,40.23396682739258,40.23396682739258,0,0.0,0.0,0.0
2019-03-04,33.5848633707925,33.65912977795107,33.42807698467143,33.568359375,2050100,0.0,0.0,40.07490539550781,40.07490539550781,40.07490539550781,40.07490539550781,0,0.0,0.0,0.0
2019-03-05,33.733399512414486,33.9314411858277,33.67563709535099,33.832420349121094,1677900,0.0,0.0,40.0374755859375,40.0374755859375,40.0374755859375,40.0374755859375,0,0.0,0.0,0.0
2019-03-06,33.89843719275534,33.94794603844802,33.76640521006625,33.80766677856445,1071500,0.0,0.0,39.775482177734375,39.775482177734375,39.775482177734375,39.775482177734375,0,0.0,0.0,0.0
2019-03-07,33.782909666617385,33.80766723761562,33.57661441258813,33.72514724731445,2177500,0.0,0.0,39.457359313964844,39.457359313964844,39.457359313964844,39.457359313964844,0,0.0,0.0,0.0
2019-03-08,33.54360956428343,33.75815524343492,33.54360956428343,33.72514724731445,1630600,0.0,0.0,39.38249969482422,39.38249969482422,39.38249969482422,39.38249969482422,0,0.0,0.0,0.0
2019-03-11,33.782905312750735,33.89017971240907,33.7664013168175,33.840667724609375,1770800,0.0,0.0,39.95326232910156,39.95326232910156,39.95326232910156,39.95326232910156,0,0.0,0.0,0.0
2019-03-12,33.832423886711204,33.93969830725266,33.81591988756513,33.89018630981445,1232700,0.0,0.0,40.07490539550781,40.07490539550781,40.07490539550781,40.07490539550781,0,0.0,0.0,0.0
2019-03-13,33.81591742295549,33.97270068169233,33.75815500406214,33.93144226074219,1975700,0.0,0.0,40.355606079101555,40.355606079101555,40.355606079101555,40.35560607910156,0,0.0,0.0,0.0
2019-03-14,33.94794464111328,34.06346947339538,33.848923805987994,33.94794464111328,2359300,0.0,0.0,40.33688735961914,40.33688735961914,40.33688735961914,40.33688735961914,0,0.0,0.0,0.0
2019-03-15,33.93969996063795,34.220261664156844,33.93969996063795,34.17074966430664,2898200,0.0,0.0,40.54274368286133,40.54274368286133,40.54274368286133,40.54274368286133,0,0.0,0.0,0.0
2019-03-18,34.1789897335237,34.30276812173406,34.088222483026634,34.26976013183594,2314800,0.0,0.0,40.692447662353516,40.692447662353516,40.692447662353516,40.692447662353516,0,0.0,0.0,0.0
2019-03-19,34.236766521841375,34.335787376206426,34.088233666385705,34.14599609375,2119500,0.0,0.0,40.68309020996094,40.68309020996094,40.68309020996094,40.68309020996094,0,0.0,0.0,0.0
2019-03-20,34.10473459506919,34.212005866046404,33.98920660292955,34.00571060180664,1949500,0.0,0.0,40.57080841064453,40.57080841064453,40.57080841064453,40.57080841064453,0,0.0,0.0,0.0
2019-03-21,33.99746073035591,34.05522315345917,33.82417346104615,33.89018630981445,3258600,0.0,0.0,41.01057815551757,41.01057815551757,41.01057815551757,41.01057815551758,0,0.0,0.0,0.0
2019-03-22,33.55186182583078,33.60137382272146,33.28780413804568,33.353816986083984,2574300,0.0,0.0,40.23396682739258,40.23396682739258,40.23396682739258,40.23396682739258,0,0.0,0.0,0.0
2019-03-25,33.46934258796161,33.55185942906893,33.29605218513111,33.36206817626953,2316200,0.0,0.0,40.205894470214844,40.205894470214844,40.205894470214844,40.205894470214844,0,0.0,0.0,0.0
2019-03-26,33.46933966210542,33.53535249965735,33.34556126344932,33.485843658447266,1508300,0.0,0.0,40.49595260620117,40.49595260620117,40.49595260620117,40.49595260620117,0,0.0,0.0,0.0
2019-03-27,33.49409381581236,33.601368217271805,33.26304416449857,33.54360580444336,2269800,0.0,0.0,40.30881881713867,40.30881881713867,40.30881881713867,40.30881881713867,0,0.0,0.0,0.0
2019-03-28,33.32081024699321,33.436335085373024,33.238290256853524,33.42808151245117,2618900,0.0,0.0,40.45853042602539,40.45853042602539,40.45853042602539,40.45853042602539,0,0.0,0.0,0.0
2019-03-29,33.568360492341036,33.593114912946085,33.35381168771252,33.485843658447266,1968100,0.0,0.0,40.72987365722656,40.72987365722656,40.72987365722656,40.72987365722656,0,0.0,0.0,0.0
2019-04-01,34.15424049625331,34.5255725694008,34.12948607398202,34.459556579589844,3113300,0.0,0.0,41.207069396972656,41.207069396972656,41.207069396972656,41.207069396972656,0,0.0,0.0,0.0
2019-04-02,34.78963012449984,34.90515495849302,34.71536371010199,34.78137969970703,2877400,0.0,0.0,41.207069396972656,41.207069396972656,41.207069396972656,41.207069396972656,0,0.0,0.0,0.0
2019-04-03,35.16096218750363,35.25173259927955,35.070191775727714,35.1114501953125,2406100,0.0,0.0,41.29127883911133,41.29127883911133,41.29127883911133,41.29127883911133,0,0.0,0.0,0.0
2019-04-04,34.806134344659114,35.0206800166173,34.806134344659114,34.905155181884766,1447100,0.0,0.0,41.394203186035156,41.394203186035156,41.394203186035156,41.394203186035156,0,0.0,0.0,0.0
2019-04-05,35.15270506117536,35.202217048361135,35.004172247433374,35.05368423461914,1407400,0.0,0.0,41.58133697509765,41.58133697509765,41.58133697509765,41.581336975097656,0,0.0,0.0,0.0
2019-04-08,35.02893097987974,35.136205381775504,34.929910150030416,35.11970138549805,1140100,0.0,0.0,41.62812423706055,41.62812423706055,41.62812423706055,41.62812423706055,0,0.0,0.0,0.0
