Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,snp_Open,snp_High,snp_Low,snp_Close,snp_Volume,snp_Dividends,snp_Stock Splits,Capital Gains
1997-05-20,14.421332317445335,14.456166453477813,14.212327501250476,14.28199577331543,4223800,0.0,0.0,8.183892250061035,8.183892250061035,8.183892250061035,8.183892250061035,0,0.0,0.0,0.0
1997-05-21,14.281998383618104,14.351666668416241,14.107827671622761,14.177495956420898,3765400,0.0,0.0,8.1649808883667,8.1649808883667,8.1649808883667,8.1649808883667,0,0.0,0.0,0.0
1997-05-22,14.212330098819967,14.281998383618104,14.107827671622761,14.177495956420898,2428400,0.0,0.0,8.127150535583496,8.127150535583496,8.127150535583496,8.127150535583496,0,0.0,0.0,0.0
1997-05-23,14.316831096751766,14.316831096751766,14.177494541065618,14.247162818908691,2209800,0.0,0.0,8.234333992004395,8.234333992004395,8.234333992004395,8.234333992004395,0,0.0,0.0,0.0
1997-05-27,14.351656913757324,14.456159269925461,14.2819886763119,14.351656913757324,3575000,0.0,0.0,8.259552001953125,8.259552001953125,8.259552001953125,8.259552001953125,0,0.0,0.0,0.0
1997-05-28,14.31682839015923,14.351662522495383,14.072989463806152,14.072989463806152,3710400,0.0,0.0,8.240636825561523,8.240636825561523,8.240636825561523,8.240636825561523,0,0.0,0.0,0.0
1997-05-29,14.060986095801331,14.095876880158158,13.886532174017196,13.921422958374023,3904000,0.041,0.0,8.209111213684082,8.209111213684082,8.209111213684082,8.209111213684082,0,0.0,0.0,0.0
1997-05-30,13.851641467554652,14.026095390319824,13.816750683001617,14.026095390319824,2691200,0.0,0.0,8.253246307373047,8.253246307373047,8.253246307373047,8.253246307373047,0,0.0,0.0,0.0
1997-06-02,13.991202322642009,13.991202322642009,13.537622197469075,13.607403755187988,6227400,0.0,0.0,8.234333992004395,8.234333992004395,8.234333992004395,8.234333992004395,0,0.0,0.0,0.0
1997-06-03,13.537620897464704,13.607402448482564,13.432948570937915,13.572511672973633,4944800,0.0,0.0,8.22802734375,8.22802734375,8.22802734375,8.22802734375,0,0.0,0.0,0.0
1997-06-04,13.398064277190764,13.502736654356317,13.328282692413728,13.363173484802246,6783200,0.0,0.0,8.177586555480957,8.177586555480957,8.177586555480957,8.177586555480957,0,0.0,0.0,0.0
1997-06-05,13.293394418287027,13.502739212275799,13.293394418287027,13.328285217285156,7309800,0.0,0.0,8.209111213684082,8.209111213684082,8.209111213684082,8.209111213684082,0,0.0,0.0,0.0
1997-06-06,13.328279231985409,13.467842365304628,13.328279231985409,13.39806079864502,4486400,0.0,0.0,8.347825050354004,8.347825050354004,8.347825050354004,8.347825050354004,0,0.0,0.0,0.0
1997-06-09,13.502730121955775,13.607402448482564,13.398057795428985,13.572511672973633,3272200,0.0,0.0,8.398262977600098,8.398262977600098,8.398262977600098,8.398262977600098,0,0.0,0.0,0.0
1997-06-10,13.572515221812841,13.74696914497239,13.537624437180932,13.64229679107666,4956800,0.0,0.0,8.423482894897461,8.423482894897461,8.423482894897461,8.423482894897461,0,0.0,0.0,0.0
1997-06-11,13.746970584045103,13.921424525466994,13.677189007476345,13.886533737182617,4841200,0.0,0.0,8.46131420135498,8.46131420135498,8.46131420135498,8.46131420135498,0,0.0,0.0,0.0
1997-06-12,13.956313133239746,13.956313133239746,13.746968436241149,13.956313133239746,4070000,0.0,0.0,8.600024223327637,8.600024223327637,8.600024223327637,8.600024223327637,0,0.0,0.0,0.0
1997-06-13,14.060986174872857,14.095876959425892,13.886532252107687,14.026095390319824,4685800,0.0,0.0,8.694599151611328,8.694599151611328,8.694599151611328,8.694599151611328,0,0.0,0.0,0.0
1997-06-16,13.956315313751373,13.991206102035752,13.81675216061386,13.886533737182617,3910200,0.0,0.0,8.700902938842773,8.700902938842773,8.700902938842773,8.700902938842773,0,0.0,0.0,0.0
1997-06-17,13.746968532095151,13.851640881324302,13.677186965942383,13.677186965942383,6292200,0.0,0.0,8.707210540771484,8.707210540771484,8.707210540771484,8.707210540771484,0,0.0,0.0,0.0
1997-06-18,13.642300321855616,13.781863496503757,13.572518734531547,13.712081909179688,4285200,0.0,0.0,8.656766891479492,8.656766891479492,8.656766891479492,8.656766891479492,0,0.0,0.0,0.0
1997-06-19,13.886533737182617,13.991206102035752,13.81675216061386,13.886533737182617,3942600,0.0,0.0,8.745038986206055,8.745038986206055,8.745038986206055,8.745038986206055,0,0.0,0.0,0.0
1997-06-20,13.956313133239746,14.060985481739044,13.921422350406646,13.956313133239746,5236600,0.0,0.0,8.751343727111816,8.751343727111816,8.751343727111816,8.751343727111816,0,0.0,0.0,0.0
1997-06-23,13.886528652554,13.92141942806293,13.572511672973633,13.572511672973633,2999400,0.0,0.0,8.555887222290039,8.555887222290039,8.555887222290039,8.555887222290039,0,0.0,0.0,0.0
1997-06-24,13.642295066295404,13.886530527840334,13.642295066295404,13.851639747619629,4239600,0.0,0.0,8.726122856140137,8.726122856140137,8.726122856140137,8.726122856140137,0,0.0,0.0,0.0
1997-06-25,13.746969686306109,13.886532830329521,13.502734184265137,13.502734184265137,4602400,0.0,0.0,8.656766891479492,8.656766891479492,8.656766891479492,8.656766891479492,0,0.0,0.0,0.0
1997-06-26,13.432952083285203,13.64229679107666,13.432952083285203,13.64229679107666,3761600,0.0,0.0,8.606328010559082,8.606328010559082,8.606328010559082,8.606328010559082,0,0.0,0.0,0.0
1997-06-27,13.624847836237029,13.659738611745958,13.502730121955775,13.572511672973633,3351800,0.0,0.0,8.63785457611084,8.63785457611084,8.63785457611084,8.63785457611084,0,0.0,0.0,0.0
1997-06-30,13.572517503587887,13.642299084583199,13.432954341597267,13.48529052734375,3917000,0.0,0.0,8.618941307067871,8.618941307067871,8.618941307067871,8.618941307067871,0,0.0,0.0,0.0
1997-07-01,13.502730121955775,13.729520162763817,13.45039395869238,13.572511672973633,3996200,0.0,0.0,8.675683975219727,8.675683975219727,8.675683975219727,8.675683975219727,0,0.0,0.0,0.0
1997-07-02,13.467843398259284,13.53762497027099,13.223607896218313,13.502734184265137,7632800,0.0,0.0,8.801783561706543,8.801783561706543,8.801783561706543,8.801783561706543,0,0.0,0.0,0.0
1997-07-03,13.607403755187988,13.642294534047444,13.467840639750163,13.607403755187988,3982600,0.0,0.0,8.92788314819336,8.92788314819336,8.92788314819336,8.92788314819336,0,0.0,0.0,0.0
1997-07-07,13.624851493148116,13.7818600250794,13.485288353653642,13.555069923400879,5556000,0.0,0.0,8.883748054504395,8.883748054504395,8.883748054504395,8.883748054504395,0,0.0,0.0,0.0
1997-07-08,13.537622197469075,13.69463070233663,13.520176808039347,13.607403755187988,4808000,0.0,0.0,8.946797370910645,8.946797370910645,8.946797370910645,8.946797370910645,0,0.0,0.0,0.0
1997-07-09,13.677188213531931,13.95631450360401,13.39806192345985,13.415507316589355,10855800,0.0,0.0,8.839613914489746,8.839613914489746,8.839613914489746,8.839613914489746,0,0.0,0.0,0.0
1997-07-10,13.328279729389475,13.712078360340481,13.223607375493746,13.64229679107666,7813600,0.0,0.0,8.902661323547363,8.902661323547363,8.902661323547363,8.902661323547363,0,0.0,0.0,0.0
1997-07-11,13.677187636737084,14.09587705418822,13.642296851949489,13.938868522644043,7007400,0.0,0.0,8.92788314819336,8.92788314819336,8.92788314819336,8.92788314819336,0,0.0,0.0,0.0
