Date,Close,Forecast
1970-01-01 00:00:00.000000000,0.00042749813149970295,
1970-01-01 00:00:00.000000001,0.0004809381805001172,
1970-01-01 00:00:00.000000002,0.0004427688369763555,
1970-01-01 00:00:00.000000003,0.0004542181559999102,
1970-01-01 00:00:00.000000004,0.0004504004796307469,
1970-01-01 00:00:00.000000005,0.0004351334842380293,
1970-01-01 00:00:00.000000006,0.00043131580786886603,
1970-01-01 00:00:00.000000007,0.00041986648884531175,
1970-01-01 00:00:00.000000008,0.000404595783368659,
1970-01-01 00:00:00.000000009,0.000404595783368659,
1970-01-01 00:00:00.000000010,0.00038932878797594153,
1970-01-01 00:00:00.000000011,0.0003816971453215501,
1970-01-01 00:00:00.000000012,0.0003549771208213431,
1970-01-01 00:00:00.000000013,0.0003549771208213431,
1970-01-01 00:00:00.000000014,0.0003091724245592553,
1970-01-01 00:00:00.000000015,0.0002977231055357008,
1970-01-01 00:00:00.000000016,0.0003091724245592553,
1970-01-01 00:00:00.000000017,0.00032062545366674474,
1970-01-01 00:00:00.000000018,0.00032825709632113606,
1970-01-01 00:00:00.000000019,0.000301540781904864,
1970-01-01 00:00:00.000000020,0.00030535845827402716,
1970-01-01 00:00:00.000000021,0.0002900877527973744,
1970-01-01 00:00:00.000000022,0.000301540781904864,
1970-01-01 00:00:00.000000023,0.0003358924490594623,
1970-01-01 00:00:00.000000024,0.00032444313003590793,
1970-01-01 00:00:00.000000025,0.00032825709632113606,
1970-01-01 00:00:00.000000026,0.00032825709632113606,
1970-01-01 00:00:00.000000027,0.00032062545366674474,
1970-01-01 00:00:00.000000028,0.0003091724245592553,
1970-01-01 00:00:00.000000029,0.00032062545366674474,
1970-01-01 00:00:00.000000030,0.0002977231055357008,
1970-01-01 00:00:00.000000031,0.00025955376201193927,
1970-01-01 00:00:00.000000032,0.0002404690902500585,
1970-01-01 00:00:00.000000033,0.0001984820703571339,
1970-01-01 00:00:00.000000034,0.00017176204585692676,
1970-01-01 00:00:00.000000035,0.0001832150749644162,
1970-01-01 00:00:00.000000036,0.00017939739859525303,
1970-01-01 00:00:00.000000037,0.0001832150749644162,
1970-01-01 00:00:00.000000038,0.00016413040320253545,
1970-01-01 00:00:00.000000039,8.397403978584932e-05,
1970-01-01 00:00:00.000000040,0.00011069035420212129,
1970-01-01 00:00:00.000000041,0.0001450457314406548,
1970-01-01 00:00:00.000000042,0.000152677374095046,
1970-01-01 00:00:00.000000043,0.0001450457314406548,
1970-01-01 00:00:00.000000044,0.00013741037870232842,
1970-01-01 00:00:00.000000045,0.00011450803057128447,
1970-01-01 00:00:00.000000046,7.633868704752295e-05,
1970-01-01 00:00:00.000000047,0.00010687638791689327,
1970-01-01 00:00:00.000000048,0.00013741037870232842,
1970-01-01 00:00:00.000000049,0.000152677374095046,
1970-01-01 00:00:00.000000050,0.00016031272683337237,
1970-01-01 00:00:00.000000051,0.00013359270233316524,
1970-01-01 00:00:00.000000052,0.00012977502596400205,
1970-01-01 00:00:00.000000053,0.00012977502596400205,
1970-01-01 00:00:00.000000054,0.00012977502596400205,
